gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Lman2l,1699.7518891656393,0.22407904303425033,0.10365282489254429,0.007864158677614242,0.023783132993319703
Mcm3ap,2758.802124104892,-0.13930891414442456,0.051630994983194796,0.0036671710929952624,0.01242360107907471
Pcnt,642.1657422244244,0.2495000592066613,0.1595581297166885,0.02502893411387615,0.06244812850207138
Mxd1,459.5015722787758,0.2154781626927006,0.18023880399543402,0.06437512963850864,0.1352042364683972
Gmcl1,2153.3604176807007,-0.2794639683899238,0.0617059271658093,1.0121279986308224e-6,8.568654767790014e-6
Snrnp27,385.7176767373519,0.03792003455031276,0.1072889706535625,0.6403326453794325,0.7570417051332997
Ocrl,3429.6988418863757,-0.20597790645671596,0.09723536105860614,0.01011312935682827,0.02931831664330681
Calm1,52914.81063080429,0.07882921782543781,0.06696830965780565,0.15732709248729035,0.2730283354830153
Agpat3,4527.282254607452,0.0029488430945642137,0.06064779037282917,0.9540499539651429,0.9739754129738628
Sema6b,197.0227803662942,-1.597479372184877,0.2595064882874299,2.2569836788198445e-11,4.244507626824862e-10
Dpp9,3766.2952500784445,-0.24909289695254688,0.05838084049805293,4.66896474764319e-6,3.383076927145224e-5
Gramd1a,5453.946232708897,0.16902632100200365,0.08452698224923905,0.017708778943135894,0.04683055796941776
Hpn,67.00967393769758,1.1465003905447577,0.23437968746327656,2.4582214028992747e-8,2.7908176258906236e-7
Ckb,7550.563559720027,-0.2168938483299697,0.06287981483654713,1.7904810572739847e-4,8.877725748517525e-4
Sp1,1239.31103881792,0.30813687274532825,0.13864209775271125,0.0035922509515402368,0.01218990281572249
Myg1,438.2597393875973,0.1680677931505737,0.11299663609083559,0.05281128710692455,0.11536255268364898
Rarg,328.22223627512625,-0.8251354769187893,0.1904953425219743,6.210579739596143e-7,5.441103928331813e-6
Pfdn5,1431.6141743355283,0.11789700212174975,0.06984040271920526,0.047708733016568,0.10607873164225355
Efnb2,1145.0234084686983,0.2562134145132457,0.18926693192784647,0.036595472592675524,0.0852948025348301
Rrp15,221.74101732646434,0.35026865286595593,0.12339022463800131,4.6246929056292395e-4,0.0020491714824295315
Rnd2,1064.5660580927354,0.10114375029390156,0.07340033350642813,0.09798916110452154,0.189291380487912
Srr,2087.601725833495,0.03823738735172677,0.08422496387344974,0.5728801746763011,0.7047659862732588
Sync,852.2981801445926,-0.29316232949074095,0.15737875928075387,0.009663017153479328,0.02827293237447942
Fbxo9,813.6392140384936,-0.06451306324941507,0.1661791536145186,0.5339402843784902,0.672709054206223
Vps50,1307.745414039799,-0.07811739155526211,0.08465703164261,0.25121691505939203,0.3897342518515858
Hars,4734.291099198623,0.04935307484810485,0.04478458968920953,0.18546504277274187,0.3106869334032306
Zmat2,1497.9607564183846,-0.038145502939393054,0.0687779255628505,0.5029603678215581,0.6442872099444626
Smg5,3121.2664832748183,0.12660729656370676,0.05727927207444809,0.013865038710687552,0.038139693353785004
Cct3,5191.474081685012,-0.09951434060686519,0.05116618771791387,0.028408874655660023,0.06936382913942918
Glmp,949.3714591118019,0.15910100296074645,0.14137201588192358,0.10846149562121214,0.20538488901800017
Mef2d,3159.2690960596274,-0.1544096286937295,0.07314917070292265,0.015108045465049718,0.04093728641409644
Snd1,3220.221257886513,0.45825332271437025,0.14073714866736592,7.220950127829222e-5,3.933301935484704e-4
Col18a1,107.96962899414044,1.9397743587115908,0.20102212302077774,2.028660960846728e-23,1.6771171621281879e-21
Slc19a1,1220.199067822671,-0.17962888032688243,0.08108358690939489,0.009854285228271881,0.028770756549328067
Kpnb1,11465.124115880724,-0.24340591517164242,0.0735577850179698,2.2713194425807737e-4,0.0010954625252039924
Npepps,5335.372274115949,-0.024534898357609965,0.07190089787911437,0.6798647522233258,0.787380031768233
Mrpl10,1295.137128659019,-0.035357497421330486,0.06364927278692684,0.5050327820259903,0.6464713508257455
Cyp51,7200.333609589082,0.15329394568423602,0.13843061241633847,0.11654214095562566,0.21727956595904296
Tcf25,20409.110185677124,-0.013090290854793386,0.05335267443106096,0.7720937946364841,0.8563874934297342
Tubb6,235.77083958950357,-0.2173617699664547,0.16972842946136857,0.054473716085195835,0.11828084518551778
Def8,3076.6447701199318,-0.22197481553420056,0.06730311324510366,2.9109647254417053e-4,0.0013628758452296056
Itga3,5063.704736597659,0.15655065304108817,0.08353951165091687,0.025602096653961015,0.0635435475687068
Foxm1,132.9318258167533,0.242707453517935,0.19905741545734895,0.051458343933583214,0.11314956811386612
Itfg2,604.3530546436011,0.3123312907193268,0.19417730490684054,0.01535416676221934,0.041521981597588985
Nrip2,438.87435005615913,1.6887995689859117,0.35274374379816037,3.666118094175704e-8,4.0213038899426823e-7
Tulp3,1466.685073752946,-0.35162944705848287,0.07419529675057265,1.9647940803158585e-7,1.901204515422682e-6
Gtf2h4,298.9044673789467,-0.04181644448921882,0.11762206342887328,0.6272810011265133,0.746411067607843
Tubb5,84542.48851149715,-0.8787905980724796,0.10396718033915504,1.4352258873967064e-18,6.960280504312059e-17
Ell2,479.1552029651274,0.7696530595844806,0.22915571185155653,2.7662729578781077e-5,1.691904185458914e-4
Jup,19549.103492735274,-0.07638767516210428,0.07843331452156203,0.23180220719173006,0.3675771869448675
Nom1,999.5865464471858,-0.29679639534428864,0.1542817527665543,0.0081717417155374,0.024563083077596314
Ergic1,3550.062147546973,-0.22575873690887238,0.0837522558591741,0.0018894217129008634,0.006995460372561718
Ifrd1,1678.72179171105,1.8795518490466974,0.13395901352554557,5.052361254025992e-46,3.889686620443261e-43
Stk38l,642.8999232580288,0.11408954804881868,0.1071384482430461,0.1637621583318068,0.2815776474499157
Brpf1,933.4854752193495,0.061964586369279574,0.08389029609044617,0.35854209776922336,0.5049175071732077
Akr1b3,1170.3459750854283,-0.12361711592309113,0.07564425880392148,0.05214056714061419,0.11430281296282
Hoxc8,169.51203520442206,-0.27014736416778123,0.15629522446581154,0.015265944846925294,0.04132877112624742
Hoxc6,130.48692381005642,-0.1729313831414694,0.14844314460562807,0.0917820159239585,0.18037186856275061
Ddt,686.0126608975377,0.09734096180538758,0.08384718642897863,0.1518321097297337,0.2653238654633083
Ddx18,620.5232137450978,0.10063498828622093,0.10713036673690364,0.2175930097621496,0.3498643381086227
Ubl3,2409.9695002964254,0.35707636088108086,0.1254482630740532,4.3390287422237386e-4,0.0019358260067624776
Gramd3,61.81338822705128,1.8466239939698763,0.372714105140167,1.512440585016107e-8,1.791369531368116e-7
Eef1e1,878.8080142806666,-0.08505811794483789,0.0829495503666744,0.2046750044110759,0.3339762490840684
Akt1,9697.254360065044,-0.17306556752006247,0.0534231726983535,5.538689360932964e-4,0.002401463412459424
Tcirg1,137.67850718568062,-0.005241718284206765,0.1693895408608515,0.9595533996704476,0.976841221251287
Naglu,581.92095722186,-0.014387312385572249,0.09022079232296705,0.8410068374318306,0.9028692891306684
Coasy,1698.5619367198967,0.15383746412173707,0.07928345810970623,0.022472209001676742,0.057076540122259364
Crnkl1,474.79460375827216,0.07639312142052934,0.10716120384723216,0.3473055331449213,0.4928697646634954
Rin2,843.1592069909867,-0.8639690432539552,0.20769321827682533,1.1659724789963393e-6,9.726530016176574e-6
Folh1,161.6232030647239,0.10331906081863122,0.18732712544979624,0.3520636642071889,0.49781808896830854
Chordc1,1376.8311749668856,0.017047728120492038,0.07389400777800673,0.779780382826779,0.8618514809923968
Rtcb,3610.644646103975,-0.012522812781585138,0.04399040631279931,0.7367254822428362,0.8298266724823753
Pwp1,863.2250548366047,0.19818310555869578,0.08674327659414649,0.007180406658302496,0.02196926210058871
Fbxo7,612.990956182836,0.4871546569487817,0.1524704562495336,8.336715642493493e-5,4.4921987438422935e-4
Capns1,12866.118780572111,-0.018629810274194202,0.05831939255838284,0.7046021803948663,0.8055772840267276
Lrp3,3376.465206880875,-0.03097425200379334,0.047086638255984935,0.4310255845054998,0.5774195921629959
Clpb,2565.4378134427893,0.25742763634595006,0.15777408501429419,0.020543641921732813,0.05275309176399933
Septin7,3705.839230521837,-0.08393786142399864,0.06995425872626938,0.14835155055999028,0.260795547280999
Zdhhc4,724.3225975291024,0.14976924570923938,0.07569375467035316,0.021143069228848833,0.054134343537925574
Rac1,5534.484374661574,-0.09717792294988262,0.05618280342527879,0.04661884890018294,0.10427655361402823
Nup214,2755.636365514085,0.024725277794990404,0.06770519850318102,0.660821920382691,0.7721499160760755
Ugp2,924.5744897323757,0.04453298013501618,0.0957554638731261,0.5521018035626704,0.6874345513277038
Kcnh6,4290.039391477983,-0.5083423185707258,0.10416165887441932,6.708818251971408e-8,7.069223543865167e-7
Trmt1,2127.463872038247,0.20640391083896212,0.06943170893582323,9.826279648541916e-4,0.003985515729691779
Nacc1,5369.488562439681,-0.21740866027684683,0.05438191545121029,2.0898922710492213e-5,1.318816239486901e-4
Nfix,202.782087228219,-0.24101148482622065,0.1582676591489317,0.02886928583621793,0.07034853866083728
Slc1a5,2106.3281792626626,0.9505728909031335,0.5567460266456405,0.0013191423571120458,0.005131226994302961
Uba1,23569.8240082094,-0.05015249311734187,0.04335740582070678,0.1648153667513546,0.2829935444163906
Siae,257.38688607362354,-0.10998317159595893,0.1030838151728294,0.1673864919023859,0.28656463748664573
Fam50a,807.2008700841642,0.11310849522597789,0.07489947417306644,0.07107700359101447,0.14638463973150245
Emd,870.7279627270849,0.07922801196152929,0.13068003963960953,0.3900295401677529,0.5359642877941075
Taco1,795.3499469784244,-0.020519329034052184,0.06378494660778848,0.7009116925835367,0.8031981792614811
Grik3,1797.9603238164116,-0.40209442011667396,0.14869518567484744,5.442405504859613e-4,0.0023680519607509965
Gria3,599.8962350167113,-0.27546124849152936,0.35186144961209903,0.08091777768299319,0.16281365329942993
Sipa1l2,498.15984610357646,1.0725800659586873,0.14251138795174537,1.4853755233107797e-15,5.0266087077313696e-14
Ap4e1,1349.7364226321986,-0.13001284551118747,0.08531103067206398,0.06334550328919358,0.13367032596850656
Blvra,116.4303305752263,-0.1670829232606568,0.18377501876927474,0.14350834038150861,0.25402151700236
Pdzd4,3471.663090485137,-0.2474881872716987,0.04623094094116979,2.065141545619635e-8,2.3818739287399497e-7
Idh3g,2818.6336649407895,-0.04863384238821518,0.06344639106311602,0.35604565673891747,0.5021491183547041
Pnck,198.12530286564896,-0.2536783130947342,0.18923978360267257,0.03816186705210109,0.0883438974530692
Ssr4,781.6470772315338,0.002096764799983695,0.070272239184522,0.9713857468925583,0.9836837907121451
Bcap31,2114.2082792931906,0.020528640224018457,0.060453005940589374,0.6861885385931179,0.7922052981604867
Fam98a,1452.9007507140004,-0.09513821548221804,0.09630939666603129,0.20779888924535986,0.3375087971682942
Kmt2a,6986.086897998496,0.1327894202952681,0.09893711983174958,0.08894955441250409,0.17573065136378913
Ift46,1059.667224878947,-0.07963414757162032,0.1072629717063317,0.3277515371778574,0.4723026947773569
Tmem25,1624.036748871344,-0.11666626463613318,0.10095309622221434,0.1380635991995102,0.24668804974464267
Trappc6a,465.44688209371554,0.24109706951504611,0.0959866400074849,0.002764150631255783,0.009739361406123779
Supt6,8028.495739567504,0.08992350695074336,0.05950433637595538,0.07656590848691458,0.15537707755219335
Unc119,1030.3822087211204,-0.38973761343315105,0.08109023421648276,1.149553553062603e-7,1.1568791394301588e-6
Rab34,357.3959363633219,0.0034449849943728517,0.15468441963547822,0.9723490571982275,0.9840121333033
Sdf2,1048.2512750723972,0.06280219577809572,0.08952832931750687,0.3771953248726096,0.5235258604823443
Ccne1,149.64422332706627,-0.07655527096629891,0.2190636905503485,0.5076214518289627,0.6487064056052664
Bbc3,2214.811520890581,1.8230456108700543,0.1778655425379039,5.47878751805423e-26,5.719297004016271e-24
Psmc3,4509.296549440744,-0.014302734737938498,0.06276725929854042,0.7861966782518148,0.8652891099058612
Acp2,2707.6614992633245,-0.07403521198361246,0.09239694233719419,0.3100450841379779,0.45411835272432954
Slc39a13,760.3843240802281,-0.3447465109351657,0.09410778667508506,2.5214967288338263e-5,1.5584443906560498e-4
Celf2,1515.754964550766,-0.08081653020395149,0.12545873775915878,0.3693159110156714,0.5159030836800907
Ddb2,161.41498533328425,0.10153260056092195,0.14620825802382642,0.3035620961845693,0.4471215952172097
Sf3a1,3762.4937027413016,-0.281191544770976,0.08335158484342185,1.2582078846390735e-4,6.501092585144341e-4
Clgn,3728.0190738882093,-0.18684209289875775,0.07447816923074714,0.004418678552736139,0.014564967196308204
Vrk3,493.61342956844254,-0.136527568835902,0.11807807282361943,0.12106146991160432,0.22357349121006628
Smg9,722.7432022552771,0.17313248663715042,0.10238175334150393,0.033742124140221895,0.07968471724678937
Paxip1,1330.9800351643844,0.4466356012090286,0.1379483468614914,7.953507740807343e-5,4.304539031250653e-4
Rmnd5a,3223.0276109408874,0.32108121960867886,0.05725360108662135,2.2903608970950904e-9,3.169962419148014e-8
Mov10,127.77244843046128,-0.2925970424383832,0.2733477589097212,0.04924054525916155,0.10905160670664366
Rhoc,360.9838947102141,0.5704470798942394,0.45864980626173746,0.009761592114419829,0.028527471332247558
Ppard,788.1705721920251,0.4538172753994181,0.126033620049269,2.040939379664822e-5,1.2912322177047395e-4
Def6,204.77466947018723,0.05127332923136706,0.16882311668103106,0.6220206521541696,0.7425906564484456
Peg3,20758.845850843394,0.059857184393984394,0.10346895740737032,0.44987739926738773,0.5949742113136871
Zim1,1432.0792060701397,0.4163838565235639,0.20091030599690543,0.0030328375429655025,0.010550266267791318
Lmf1,1496.6119383631446,-0.019381639024944847,0.062128469633361216,0.7101635382929505,0.8100559741358055
Ciao3,645.7207336537397,0.05427028430514862,0.08727051071146052,0.43618796740465093,0.5825671039620981
Dbf4,232.23275431288812,0.791529599629023,0.1351823805627718,2.873809318103917e-10,4.5618019562376345e-9
Daxx,771.9049596887487,0.07079858720677942,0.08438700163224196,0.2966847048555352,0.4403842022019456
Cd320,272.2621817164412,-0.023222707706443857,0.11092617827733454,0.7794653884352352,0.8616579605802053
Ipo4,5991.2973290826585,0.03220678070305617,0.0774143175395063,0.6108098861904179,0.735263967369644
Tm9sf1,1142.4602657746907,-0.2259350696344656,0.06475862905814031,1.417297617085075e-4,7.209092990303954e-4
Irf9,319.79140640492693,0.23949880069729562,0.13917169095062004,0.01922564053282843,0.05001508766280477
Gmpr2,696.6330885926102,0.026319710241019048,0.09991185378054732,0.7333939411356123,0.8272844841491275
Mdp1,935.503519768662,-0.07120235195450793,0.07537496062525391,0.24836950799831664,0.3866224690952134
Dhrs1,2957.722067780824,-0.11158535242798202,0.048560206011978364,0.011836254025581855,0.03341713891522285
Ncan,4777.9126641398,-0.3785905792308362,0.08490757292964148,6.568846762770496e-7,5.7305279336973775e-6
Tmem161a,1994.910858008891,0.14436183362265936,0.07550285195690401,0.025404724270987136,0.06318744446314023
Armc6,3201.342474836357,-0.2851019912888278,0.0744209792999949,2.085940490725333e-5,1.3169971791263276e-4
Borcs8,563.2670004698775,-0.05255244127426026,0.07483478846676082,0.39098934962659115,0.5369238359755127
Slc25a42,672.245935228346,0.13187192869933248,0.10071983854263247,0.09514082150858005,0.18532896694548415
Snx9,544.6316152129712,-0.30874636839932806,0.10886680626342897,6.146355190218327e-4,0.0026361365787317963
Ranbp3,1797.2731953754228,-0.06573222946649317,0.07049502563501164,0.25787153743352464,0.3974551549181878
Ndufa11,2544.898849210725,-0.04151354381685992,0.06655629757913675,0.4520501958443206,0.5968865164980536
Nr2f6,539.4364122205268,-0.6650855573117594,0.13266063086449403,3.530006696194547e-8,3.889322225735638e-7
Use1,695.0721476467419,0.12993061031782552,0.09972707937468028,0.09748318130710229,0.18850829314613596
