gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Peg3,20758.845850843394,-0.018567231423587568,0.05473059694863836,0.12382212947108057,0.7077684412179909
Zim1,1432.0792060701397,-0.0013030887169255252,0.03905024245419419,0.8705082874940446,0.9821569599047443
Lmf1,1496.6119383631446,5.823266106466441e-4,0.01983580325461741,0.9154888375321547,0.9877692814720666
Ciao3,645.7207336537397,8.247099813828054e-4,0.026771045087702186,0.9061283415331496,0.987358119859166
Dbf4,232.23275431288812,0.021939176980074568,0.06086407556069499,0.09462958166412842,0.6661136133429323
Daxx,771.9049596887487,0.006698987608899512,0.03178939498889856,0.3998653835442469,0.8829998730961365
Cd320,272.2621817164412,-0.013244181112253325,0.04980172647411624,0.20472215019601447,0.8019095510668538
Ipo4,5991.2973290826585,0.0020885274067693246,0.025470303915772614,0.7569414583764932,0.9626536153860255
Tm9sf1,1142.4602657746907,0.0021476627961486104,0.01922437005955265,0.6811111273714856,0.9532052037335059
Irf9,319.79140640492693,-0.007610128967012452,0.04005511959023171,0.3913715977378386,0.8821437037391942
Gmpr2,696.6330885926102,-0.005097893589634665,0.03478002861540373,0.5335818228131901,0.9228562914344459
Mdp1,935.503519768662,0.005910707044011708,0.028203709105411482,0.41494604840346744,0.8877738113355174
Dhrs1,2957.722067780824,-0.006794880771373437,0.023075080542987996,0.23935349699595995,0.8278576923724852
Ncan,4777.9126641398,-0.00805905919190332,0.031586540262945564,0.31242030136800786,0.8673405692995947
Tmem161a,1994.910858008891,0.052540077384373655,0.07359518524817331,0.01863295992986375,0.39420372739312404
Armc6,3201.342474836357,4.650261863450856e-4,0.02032318014414089,0.9339902411672557,0.9910614682923319
Borcs8,563.2670004698775,-0.0011561565603724743,0.023230536065841845,0.854220970196904,0.9783152370197618
Slc25a42,672.245935228346,-0.004517474592852845,0.031009089743402093,0.5586437915571764,0.9288655172230902
Snx9,544.6316152129712,-0.0028127706654578763,0.02834308402474296,0.6987545182358619,0.9552539876786384
Ranbp3,1797.2731953754228,4.135313334865155e-4,0.02108571704240453,0.9432084559299181,0.9915896086467931
Ndufa11,2544.898849210725,-0.014316316737385914,0.039367050069218215,0.15095605299474327,0.7488852701495295
Nr2f6,539.4364122205268,-0.00686603453595048,0.03729154741832161,0.4249982476109254,0.8882908432263261
Use1,695.0721476467419,0.007284756813648857,0.03471945045979745,0.3870706577869161,0.8800593840272262
Ocel1,674.6553699489926,0.0015113026935003673,0.02331456187378817,0.8105049309219456,0.9725086723201334
Dyrk1b,1466.6045684073013,0.00194141595354429,0.032721345535921646,0.8028710595069791,0.971298924380496
Braf,2180.432119438922,-3.111327953589155e-4,0.03213088974503584,0.9677101677992124,0.9944259269167621
